asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_085,Samsung Electro-Mechanics,삼성전기,009150,KOSPI,KR,STOCK
A_080,LG Innotek,LG이노텍,011070,KOSPI,KR,STOCK
A_816,Samsung Display,삼성디스플레이(비),,-,KR,PRIVATE
A_686,LG Display,LG디스플레이,034220,KOSPI,KR,STOCK
A_413,Broadcom,브로드컴,AVGO,NASDAQ,US,STOCK
A_900,Corning,코닝,GLW,NYSE,US,STOCK
A_901,SKC,SKC,011790,KOSPI,KR,STOCK
A_902,YMT,와이엠티,251370,KOSDAQ,KR,STOCK
A_903,Philoptics,필옵틱스,161580,KOSDAQ,KR,STOCK
A_904,Taesung,태성,323280,KOSDAQ,KR,STOCK
A_905,SFA,SFA,056190,KOSDAQ,KR,STOCK
A_906,SEMES,세메스(비),,-,KR,PRIVATE
A_907,Wonik IPS,원익IPS,240810,KOSDAQ,KR,STOCK
A_908,Jusung Engineering,주성엔지니어링,036930,KOSDAQ,KR,STOCK
