asset_id,theme_id,relation_type,confidence,description
A_085,T_126,THEMED_AS,0.95,유리기판밸류체인핵심참여
A_080,T_126,THEMED_AS,0.95,유리기판밸류체인핵심참여
A_816,T_126,THEMED_AS,0.95,유리기판밸류체인핵심참여
A_686,T_126,THEMED_AS,0.95,유리기판밸류체인핵심참여
A_901,T_126,THEMED_AS,0.95,유리기판소재핵심참여
A_902,T_126,THEMED_AS,0.95,유리기판소재핵심참여
A_900,T_126,THEMED_AS,0.95,유리기판소재핵심참여
A_413,T_126,THEMED_AS,0.90,고성능반도체패키징수요연계
A_903,T_126,THEMED_AS,0.95,유리기판장비핵심
A_904,T_126,THEMED_AS,0.95,유리기판장비핵심
A_905,T_126,THEMED_AS,0.95,유리기판장비핵심
A_906,T_126,THEMED_AS,0.95,유리기판장비핵심
A_907,T_126,THEMED_AS,0.95,유리기판장비핵심
A_908,T_126,THEMED_AS,0.95,유리기판장비핵심
