asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_164,X-Energy,X-에너지(비),,,US,PRIVATE
A_165,Cameco,Cameco,CCJ,NYSE,US,STOCK
A_166,Centrus Energy,센트러스에너지,LEU,NYSE,US,STOCK
A_167,GE Vernova,GE버노바,GEV,NYSE,US,STOCK
A_168,NuScale Power,NuScale Power,SMR,NYSE,US,STOCK
A_169,BWX Technologies,BWX테크놀로지,BWXT,NYSE,US,STOCK
A_170,Oklo,오클로,OKLO,NYSE,US,STOCK
A_173,Westinghouse,웨스팅하우스(비),,,US,PRIVATE
A_553,Brookfield Asset Management,브룩필드,BAM,NYSE,US,STOCK
A_1061,Vistra Energy,비스트라에너지,VST,NYSE,US,STOCK
A_1341,Talen Energy,탈렌에너지,TLN,NASDAQ,US,STOCK
A_1342,Nano Nuclear Energy,나노뉴클리어에너지,NNE,NASDAQ,US,STOCK
A_1343,NexGen Energy,넥스젠에너지,NXE,NYSE,CA,STOCK
A_1344,Energy Fuels,에너지퓨얼스,UUUU,NYSEAMERICAN,US,STOCK
A_1345,Uranium Energy,우라늄에너지,UEC,NYSEAMERICAN,US,STOCK
A_1346,PSEG,PSEG,PEG,NYSE,US,STOCK
A_1350,VanEck Uranium+Nuclear Energy ETF,VanEck 우라늄+원자력 ETF,NLR,NYSEARCA,US,ETF
