asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_002,Tesla,테슬라,TSLA,NASDAQ,US,STOCK
A_003,BYD Company,BYD,1211,HKEX,CN,STOCK
A_055,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
A_079,LG Electronics,LG전자,066570,KOSPI,KR,STOCK
A_285,Boston Dynamics,보스턴다이내믹스(비),,,US,STOCK
A_286,ABB,ABB,ABB,NYSE,US,STOCK
A_321,Siasun Robot & Automation,신송로봇자동화,300024,SZSE,CN,STOCK
A_781,TIGER China Humanoid Robot ETF,TIGER차이나휴머노이드로봇,0053L0,KRX,KR,ETF
A_782,KODEX China Humanoid Robot ETF,KODEX차이나휴머노이드로봇,0048K0,KRX,KR,ETF
A_783,PLUS Global Humanoid Robot Active ETF,PLUS글로벌휴머노이드로봇액티브,0035T0,KRX,KR,ETF
A_784,KODEX US Humanoid Robot ETF,KODEX미국휴머노이드로봇,0038A0,KRX,KR,ETF
A_785,RISE US Humanoid Robot ETF,RISE미국휴머노이드로봇,0036R0,KRX,KR,ETF
A_786,Dobot,도봇,2432,HKEX,CN,STOCK
A_787,UBTECH Robotics,유비테크,9880,HKEX,CN,STOCK
A_789,Agility Robotics,어질리티로보틱스(비),,,US,Private
A_790,Figure AI,피규어AI(비),,,US,Private
