asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_088,Samsung Electronics,삼성전자,005930,KOSPI,KR,STOCK
A_192,Marvell Technology,마벨테크놀로지,MRVL,NASDAQ,US,STOCK
A_217,SK hynix,SK하이닉스,000660,KOSPI,KR,STOCK
A_218,Micron Technology,마이크론,MU,NASDAQ,US,STOCK
A_219,Padu,파두,440110,KOSDAQ,KR,STOCK
A_220,SanDisk,샌디스크,SNDK,NASDAQ,US,STOCK
A_221,Western Digital,웨스턴디지털,WDC,NASDAQ,US,STOCK
A_222,Pure Storage,퓨어스토리지,PSTG,NYSE,US,STOCK
A_223,Seagate Technology,씨게이트테크놀로지,STX,NASDAQ,US,STOCK
A_224,Lenovo Group,레노보,0992,HKEX,HK,STOCK
A_225,Toshiba,도시바,,,,PRIVATE

