asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_232,Taiwan Semiconductor Manufacturing Company,TSMC,2330,TWSE,TW,STOCK
A_055,NVIDIA,엔비디아,NVDA,NASDAQ,US,STOCK
A_056,Advanced Micro Devices,AMD,AMD,NASDAQ,US,STOCK
A_237,Synopsys,시놉시스,SNPS,NASDAQ,US,STOCK
A_329,Apple,애플,AAPL,NASDAQ,US,STOCK
A_330,Broadcom,브로드컴,AVGO,NASDAQ,US,STOCK
A_331,MediaTek,미디어텍,2454,TWSE,TW,STOCK
A_332,Hon Hai Precision Industry,Foxconn,HNHPF,OTC,TW,STOCK
A_333,Foxsemicon Integrated Technology,폭세미콘,3413,TWSE,TW,STOCK
A_334,ASE Technology Holding,ASE테크놀로지,ASX,NYSE,TW,STOCK
A_335,Unimicron Technology,유니마이크론,3037,TWSE,TW,STOCK
A_336,Nan Ya Printed Circuit Board,난야PCB,8046,TWSE,TW,STOCK
A_337,Siliconware Precision Industries,SPIL(비),,,TW,PRIVATE
A_338,ASML Holding,ASML,ASML,NASDAQ,NL,STOCK
A_339,ASM International,ASM인터내셔널,ASM,EURONEXT,NL,STOCK
A_340,Applied Materials,어플라이드머티어리얼즈,AMAT,NASDAQ,US,STOCK
A_341,Lam Research,램리서치,LRCX,NASDAQ,US,STOCK
A_342,KLA,KLA,KLAC,NASDAQ,US,STOCK
A_343,Advantest,어드반테스트,6857,TSE,JP,STOCK
A_344,Cadence Design Systems,케이던스,CDNS,NASDAQ,US,STOCK
A_345,Entegris,엔테그리스,ENTG,NASDAQ,US,STOCK
A_346,JSR Corporation,JSR(비),,,JP,PRIVATE
A_347,GlobalWafers,글로벌웨이퍼스,6488,TPEX,TW,STOCK
A_348,Chang Chun Petrochemical,창춘페트로케미칼,4148,TWSE,TW,STOCK
A_349,TIGER TSMC Foundry Value Chain FactSet ETF,TIGERTSMC파운드리밸류체인,453950,KRX,KR,ETF
