asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_419,RTX Corporation,RTX,RTX,NYSE,US,STOCK
A_206,Northrop Grumman,노스럽그루먼,NOC,NYSE,US,STOCK
A_421,Lockheed Martin,록히드마틴,LMT,NYSE,US,STOCK
A_270,Kratos Defense & Security Solutions,크라토스,KTOS,NASDAQ,US,STOCK
A_271,AeroVironment,에어로바이론먼트,AVAV,NASDAQ,US,STOCK
A_668,Red Cat Holdings,레드캣,RCAT,NASDAQ,US,STOCK
A_669,Swarmer,스워머,SWMR,NASDAQ,US,STOCK
A_670,LIG Nex1,LIG넥스원,079550,KOSPI,KR,STOCK
A_671,Hanwha Systems,한화시스템,272210,KOSPI,KR,STOCK
A_432,iShares U.S. Aerospace & Defense ETF,ITA,ITA,BATS,US,ETF
A_672,Invesco Aerospace & Defense ETF,PPA,PPA,NYSEARCA,US,ETF
A_504,SPDR S&P Aerospace & Defense ETF,XAR,XAR,NYSEARCA,US,ETF
