asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_782,KODEX China Humanoid Robot ETF,KODEX차이나휴머노이드로봇,0048K0,KRX,KR,ETF
A_781,TIGER China Humanoid Robot ETF,TIGER차이나휴머노이드로봇,0053L0,KRX,KR,ETF
A_1415,Ningbo Keli Sensing Technology,닝보커리,603662,SHSE,CN,STOCK
A_1416,Shanghai Mechanical & Electrical Industry,상해기전,600835,SHSE,CN,STOCK
A_1417,Zhongda Leader Intelligent Transmission,중대력덕,002896,SZSE,CN,STOCK
A_1418,Hengli Hydraulic,헝리유압,601100,SHSE,CN,STOCK
A_1419,Takwo Group,탁보그룹,601689,SHSE,CN,STOCK
A_1199,Zhejiang Sanhua Intelligent Controls,저장싼화,002050,SZSE,CN,STOCK
A_002,Tesla,테슬라,TSLA,NASDAQ,US,STOCK
A_153,Xiaomi,샤오미,1810,HKEX,CN,STOCK
A_1420,Ecovacs Robotics,에코백스로보틱스,603486,SHSE,CN,STOCK
A_323,Inovance Technology,이노반스테크놀로지,300124,SZSE,CN,STOCK
A_322,Estun Automation,에스턴오토메이션,002747,SZSE,CN,STOCK
A_321,Siasun Robot & Automation,신송로봇자동화,300024,SZSE,CN,STOCK
A_787,UBTECH Robotics,유비테크,9880,HKEX,CN,STOCK
A_786,Dobot,도봇,2432,HKEX,CN,STOCK
A_1421,Medbot,메드봇,2252,HKEX,CN,STOCK
A_1422,RoboSense,로보센스,2498,HKEX,CN,STOCK
