asset_id,theme_id,relation_type,confidence,description
A_057,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_060,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_061,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_189,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_190,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_191,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_192,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_193,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_194,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_195,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_196,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_197,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_198,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_199,T_021,THEMED_AS,0.95,글로벌아날로그반도체설계&제조 테마 구성
A_200,T_021,THEMED_AS,0.90,섹터대표ETF로서 테마 노출 수단
A_201,T_021,THEMED_AS,0.90,섹터대표ETF로서 테마 노출 수단
