asset_id,asset_name_en,asset_name_ko,ticker,exchange,country,asset_type
A_629,Technology Select Sector SPDR Fund,XLK,XLK,NYSEARCA,US,ETF
A_630,Communication Services Select Sector SPDR Fund,XLC,XLC,NYSEARCA,US,ETF
A_631,Health Care Select Sector SPDR Fund,XLV,XLV,NYSEARCA,US,ETF
A_632,Financial Select Sector SPDR Fund,XLF,XLF,NYSEARCA,US,ETF
A_633,Industrial Select Sector SPDR Fund,XLI,XLI,NYSEARCA,US,ETF
A_634,Materials Select Sector SPDR Fund,XLB,XLB,NYSEARCA,US,ETF
A_635,Consumer Staples Select Sector SPDR Fund,XLP,XLP,NYSEARCA,US,ETF
A_636,Consumer Discretionary Select Sector SPDR Fund,XLY,XLY,NYSEARCA,US,ETF
A_637,Utilities Select Sector SPDR Fund,XLU,XLU,NYSEARCA,US,ETF
A_638,Real Estate Select Sector SPDR Fund,XLRE,XLRE,NYSEARCA,US,ETF
A_639,VanEck Semiconductor ETF,SMH,SMH,NASDAQ,US,ETF
